date,id,prices,price_diff,market_caps,market_caps_diff,total_volumes,total_volumes_diff,date,open,high,low
2021-01-15,bitcoin,1.0,0.0,24213693580.93,-123627588.90000153,83470865703.92,-4833662631.520004,2021-01-15,1.01,1.01,1.0
2021-01-19,bitcoin,1.0,0.0,24361784336.1,36530835.75,75752435427.73,-14038306342.90001,2021-01-19,1.0,1.0,1.0
2021-01-23,bitcoin,1.0,-0.010000000000000009,24801327622.79,-207066729.79999924,109499932960.65,10999794710.769989,2021-01-23,1.0,1.01,1.0
2021-01-27,bitcoin,1.0,0.0,25059561869.02,116088446.29000092,77742955151.29,-4144612707.3899994,2021-01-27,1.0,1.0,1.0
2021-01-31,bitcoin,1.0,0.0,26260606337.89,1031647141.829998,87677250379.13,-52585393188.889984,2021-01-31,1.0,1.0,1.0
2021-02-03,bitcoin,1.0,0.0,26737565393.61,197600044.79000092,86161399686.69,-1215125819.9799957,2021-02-03,1.0,1.0,1.0
2021-02-07,bitcoin,1.0,0.0,28318232688.7,501906602.75,88304160292.66,60064595.19999695,2021-02-07,1.0,1.0,1.0
2021-02-11,bitcoin,1.0,0.0,30256118930.23,497716490.8199997,127287128355.98,6891080737.289993,2021-02-11,1.0,1.0,1.0
2021-02-15,bitcoin,1.0,0.0,31950061617.48,410567810.3100014,98377990878.41,-9861718035.419998,2021-02-15,1.0,1.0,1.0
2021-02-19,bitcoin,1.0,0.0,33157947105.03,766480231.25,97785999949.23,-5262013228.480011,2021-02-19,1.0,1.0,1.0
2021-02-23,bitcoin,1.01,0.010000000000000009,34756738533.76,370168008.0400009,170201717747.03,55700758043.17,2021-02-23,1.01,1.01,1.0
2021-02-27,bitcoin,1.01,0.010000000000000009,35297886361.62,344371098.23000336,130682746510.06,27750883106.92,2021-02-27,1.0,1.01,1.0
2021-02-28,bitcoin,0.99,-0.020000000000000018,35019017695.77,-278868665.8500061,93002675832.33,-37680070677.729996,2021-02-28,0.99,1.01,0.99
2021-03-07,bitcoin,1.0,0.0,36505130743.97,62773045.180000305,76330557958.98,-18669305495.59001,2021-03-07,1.0,1.0,1.0
2021-03-11,bitcoin,1.0,0.0,37294121249.34,402144850.4399948,102564465265.42,2036865213.0800018,2021-03-11,1.0,1.0,1.0
2021-03-15,bitcoin,1.0,0.0,38391230641.18,79991921.77999878,89031352800.74,-21943375294.949997,2021-03-15,1.0,1.0,1.0
2021-03-19,bitcoin,1.0,0.0,39026603881.1,66045064.88999939,89067622560.18,-8498651078.2400055,2021-03-19,1.0,1.0,1.0
2021-03-23,bitcoin,1.0,0.0,39779162452.0,45779137.02999878,89918317301.62,8854774533.759995,2021-03-23,1.0,1.0,1.0
2021-03-27,bitcoin,1.0,0.0,40289735331.71,-35652622.66000366,86727658288.74,-18511143806.0,2021-03-27,1.0,1.0,1.0
